Cluster;Star;X;Y;Color;Size;Sphere of Influence;Planet;Type;Hazard;Tectonics;Weather;Thermal;Biohazard;Biological Units;Mineral Value;Axial Tilt;Density;Radius;Gravity;Temp;Day Duration;Atmosphere;DistFromStar
Monocerotis;Beta;385.4;729.1;green;dwarf;Ur-Quan;II;Gas Giant;8;2;8;1;1;0;0;-1;21;1114;233;-144;104;65535;3366
Reticuli;Delta;725.0;458.3;green;dwarf;Ur-Quan;II;Plutonic;4;4;3;1;1;0;605;-27;149;76;113;-162;233;107;4554
Tucanae;Gamma;408.3;551.3;red;dwarf;Ur-Quan;II;Urea;6;6;2;1;4;36;16;8;61;29;17;-251;198;78;7156
Tucanae;Beta;393.7;562.5;orange;dwarf;Ur-Quan;II;Gas Giant;8;1;8;1;1;0;0;-8;21;1402;294;-199;81;65535;2560
Camelopardalis;Eta;620.8;422.9;orange;dwarf;Ur-Quan;II-a;Carbide;4;4;1;1;1;0;116;-16;98;28;27;-210;247;0;3525
Cephei;Beta;362.5;575.0;red;giant;Ur-Quan;II-a;Pellucid;5;3;2;1;5;18;0;21;60;35;21;9;185;13;1374
Crateris;Alpha;601.4;563.2;blue;giant;Ur-Quan;II-a;Cyanic;8;1;3;8;1;0;74;-5;32;29;9;809;242;92;2958
Crucis;Alpha;558.3;629.1;white;dwarf;Ur-Quan;II-a;Quasi-Degenerate;5;5;1;1;1;0;1250;7;148;34;50;-89;259;0;3760
Crucis;Gamma;525.0;622.9;yellow;dwarf;Ur-Quan;II-a;Super-Dense;5;5;3;1;1;0;108;-25;198;28;55;-187;169;96;4239
Crucis;Delta;543.7;591.6;yellow;dwarf;Ur-Quan;II-a;Pellucid;1;1;1;1;1;0;0;-20;59;26;15;-207;29292;0;7305
Doradus;Beta;429.1;693.7;orange;dwarf;Ur-Quan;II-a;Chondrite;6;6;1;1;1;0;84;22;100;35;35;-177;269;0;1523
Maksutov;Alpha;597.7;524.6;green;dwarf;Ur-Quan;II-a;Auric;3;3;2;1;2;28;1146;-1;156;36;56;-151;291;10;3810
Monocerotis;Beta;385.4;729.1;green;dwarf;Ur-Quan;II-a;Opalescent;2;2;1;1;1;0;112;-1;62;36;22;-144;171;0;3366
Reticuli;Delta;725.0;458.3;green;dwarf;Ur-Quan;II-a;Acid;5;5;1;1;1;0;127;-16;105;35;36;-162;183;0;4554
Tucanae;Beta;393.7;562.5;orange;dwarf;Ur-Quan;II-a;Ultramarine;3;1;3;1;2;120;145;28;32;26;8;-199;245;86;2560
Camelopardalis;Eta;620.8;422.9;orange;dwarf;Ur-Quan;II-b;Chondrite;7;7;1;1;1;0;77;-2;96;30;28;-210;289;0;3525
Cephei;Beta;362.5;575.0;red;giant;Ur-Quan;II-b;Super-Dense;6;6;5;2;1;0;228;-4;208;36;74;88;240;267;1374
Crucis;Alpha;558.3;629.1;white;dwarf;Ur-Quan;II-b;Quasi-Degenerate;6;6;1;1;1;0;950;1;151;32;48;-89;279;0;3760
Doradus;Beta;429.1;693.7;orange;dwarf;Ur-Quan;II-b;Super-Dense;8;8;3;1;1;42;171;18;204;29;59;-177;34131;94;1523
Tucanae;Beta;393.7;562.5;orange;dwarf;Ur-Quan;II-b;Purple;4;4;1;1;1;0;114;-39;62;25;15;-199;198;0;2560
Crucis;Alpha;558.3;629.1;white;dwarf;Ur-Quan;II-c;Treasure;2;2;1;1;1;0;942;13;199;35;69;-89;171;0;3760
Tucanae;Beta;393.7;562.5;orange;dwarf;Ur-Quan;II-c;Halide;3;3;1;1;1;0;262;1;63;37;23;-199;165;0;2560
Altair;Prime;450.0;650.0;blue;dwarf;Ur-Quan;III;Ultraviolet;4;3;3;1;1;0;1634;-6;151;84;126;-69;152;112;2113
Camelopardalis;Iota;629.1;393.7;red;dwarf;Ur-Quan;III;Metal;4;4;2;1;1;0;823;-6;150;31;46;-249;285;82;5891
Camelopardalis;Alpha;606.2;404.1;yellow;giant;Ur-Quan;III;Alkali;7;2;5;7;1;0;360;10;101;28;28;696;177;254;3172
Camelopardalis;Beta;595.8;408.3;green;dwarf;Ur-Quan;III;Auric;3;3;2;1;1;0;558;26;153;29;44;-158;278;15;4272
Camelopardalis;Gamma;612.5;393.7;green;dwarf;Ur-Quan;III;Hydrocarbon;5;5;1;1;1;0;129;-31;98;105;102;-172;224;0;5499
Camelopardalis;Theta;589.5;402.0;red;dwarf;Ur-Quan;III;Purple;4;4;1;1;1;0;228;0;63;35;22;-243;180;0;3845
Camelopardalis;Delta;627.0;383.3;green;dwarf;Ur-Quan;III;Iodine;3;3;2;1;1;0;100;-1;61;85;51;-146;159;12;3490
Camelopardalis;Eta;620.8;422.9;orange;dwarf;Ur-Quan;III;Super-Dense;6;6;3;1;5;90;147;-5;198;29;57;-218;19463;91;4675
Cancri;Alpha;493.7;514.5;green;dwarf;Ur-Quan;III;Ultraviolet;5;4;3;1;5;69;1310;-42;148;105;155;-137;296;77;3025
Cancri;Gamma;500.6;501.1;orange;dwarf;Ur-Quan;III;Maroon;2;2;1;1;1;0;322;5;59;97;57;-227;269;13;6653
Carinae;Beta;341.6;543.7;blue;dwarf;Ur-Quan;III;Gas Giant;8;2;8;2;1;0;0;14;20;417;83;70;134;65535;1628
Cephei;Alpha;375.0;583.3;green;giant;Ur-Quan;III;Fluorescent;8;4;3;8;1;0;1241;19;149;99;147;831;201;98;2019
Cephei;Beta;362.5;575.0;red;giant;Ur-Quan;III;Magnetic;7;7;1;1;1;0;454;-29;152;106;161;-92;18900;0;2687
Chamaeleonis;Beta;495.5;703.4;orange;dwarf;Ur-Quan;III;Cimmerian;4;4;1;1;1;0;121;-20;143;26;37;-178;251;0;1566
Chamaeleonis;Gamma;489.5;704.1;green;dwarf;Ur-Quan;III;Alkali;5;5;1;1;1;0;192;7;99;27;26;-184;189;13;7113
Chamaeleonis;Kappa;506.2;675.0;blue;dwarf;Ur-Quan;III;Gas Giant;8;2;8;1;1;0;0;0;20;739;147;-103;90;65535;3038
Crateris;Beta;610.7;578.5;yellow;dwarf;Ur-Quan;III;Redux;2;2;1;1;1;0;356;2;97;85;82;-173;269;0;3166
Crateris;Alpha;601.4;563.2;blue;giant;Ur-Quan;III;Gas Giant;10;3;8;8;1;0;0;8;21;312;65;1531;100;65535;4234
Crucis;Alpha;558.3;629.1;white;dwarf;Ur-Quan;III;Auric;2;2;2;1;2;2;882;-28;154;37;56;-106;296;15;4569
Crucis;Gamma;525.0;622.9;yellow;dwarf;Ur-Quan;III;Gas Giant;8;3;8;1;1;0;0;25;20;319;63;-198;153;65535;5600
Delphini;Alpha;371.6;645.8;red;dwarf;Ur-Quan;III;Purple;2;2;1;1;1;0;159;6;59;34;20;-242;283;0;3538
Doradus;Beta;429.1;693.7;orange;dwarf;Ur-Quan;III;Gas Giant;8;3;8;1;1;0;0;-3;21;466;97;-191;118;65535;2082
Lentilis;Gamma;458.3;604.1;orange;dwarf;Ur-Quan;III;Acid;3;3;1;1;1;0;180;2;96;25;24;-198;292;0;2484
Lentilis;Delta;472.9;595.8;orange;dwarf;Ur-Quan;III;Green;5;5;2;1;1;0;250;28;97;30;29;-227;218;94;6541
Lentilis;Beta;462.5;589.5;green;dwarf;Ur-Quan;III;Gas Giant;8;2;8;1;1;0;0;-7;20;948;189;-155;107;65535;4030
Maksutov;Alpha;597.7;524.6;green;dwarf;Ur-Quan;III;Lanthanide;7;7;1;1;1;0;955;4;155;35;54;-160;287;0;4395
Maksutov;Beta;627.0;547.9;red;dwarf;Ur-Quan;III;Pellucid;2;2;1;1;1;0;0;-3;63;30;18;-245;290;0;4246
Metis;Prime;570.8;460.4;red;dwarf;Ur-Quan;III;Azure;4;4;2;1;1;0;129;-11;61;30;18;-239;296;15;2925
Monocerotis;Beta;385.4;729.1;green;dwarf;Ur-Quan;III;Lanthanide;5;5;1;1;1;0;1230;19;150;30;45;-167;201;0;4963
Tucanae;Beta;393.7;562.5;orange;dwarf;Ur-Quan;III;Alkali;4;3;2;1;4;30;192;3;101;25;25;-214;271;12;4048
Altair;Prime;450.0;650.0;blue;dwarf;Ur-Quan;III-a;Alkali;4;4;2;1;2;24;234;13;97;26;25;-69;282;10;2113
Camelopardalis;Delta;627.0;383.3;green;dwarf;Ur-Quan;III-a;Urea;5;5;3;1;1;0;44;29;61;30;18;-146;168;99;3490
Cancri;Alpha;493.7;514.5;green;dwarf;Ur-Quan;III-a;Acid;5;5;1;1;1;0;160;13;102;30;30;-137;29340;0;3025
Cancri;Gamma;500.6;501.1;orange;dwarf;Ur-Quan;III-a;Pellucid;3;3;1;1;1;0;125;8;61;35;21;-227;178;0;6653
Carinae;Beta;341.6;543.7;blue;dwarf;Ur-Quan;III-a;Alkali;5;4;3;1;3;18;366;6;100;37;37;18;212;95;1628
Cephei;Alpha;375.0;583.3;green;giant;Ur-Quan;III-a;Chondrite;8;7;1;7;1;0;112;-37;104;32;33;566;221;0;2019
Cephei;Beta;362.5;575.0;red;giant;Ur-Quan;III-a;Infrared;4;4;3;1;1;0;63;14;103;37;38;-92;151;95;2687
Chamaeleonis;Kappa;506.2;675.0;blue;dwarf;Ur-Quan;III-a;Halide;1;1;1;1;1;0;340;-24;60;34;20;-103;236;0;3038
Crucis;Gamma;525.0;622.9;yellow;dwarf;Ur-Quan;III-a;Opalescent;4;4;1;1;1;0;80;4;61;33;20;-198;221;0;5600
Doradus;Beta;429.1;693.7;orange;dwarf;Ur-Quan;III-a;Pellucid;3;3;1;1;1;0;0;13;60;30;18;-191;29340;0;2082
Lentilis;Beta;462.5;589.5;green;dwarf;Ur-Quan;III-a;Radioactive;3;3;1;1;1;0;1288;-5;206;32;65;-155;182;0;4030
Camelopardalis;Delta;627.0;383.3;green;dwarf;Ur-Quan;III-b;Acid;2;2;1;1;1;0;216;25;98;33;32;-146;55025;0;3490
Carinae;Beta;341.6;543.7;blue;dwarf;Ur-Quan;III-b;Treasure;3;3;2;1;1;90;780;22;199;35;69;-12;212;14;1628
Cephei;Alpha;375.0;583.3;green;giant;Ur-Quan;III-b;Ultramarine;9;1;7;8;1;0;528;-19;34;34;11;1678;268;3550;2019
Chamaeleonis;Kappa;506.2;675.0;blue;dwarf;Ur-Quan;III-b;Azure;4;4;2;1;1;0;90;10;61;26;15;-103;291;10;3038
Crucis;Gamma;525.0;622.9;yellow;dwarf;Ur-Quan;III-b;Alkali;4;4;2;1;1;0;180;5;102;26;26;-198;245;11;5600
Doradus;Beta;429.1;693.7;orange;dwarf;Ur-Quan;III-b;Alkali;7;4;2;1;7;104;198;9;100;31;31;-191;263;15;2082
Lentilis;Beta;462.5;589.5;green;dwarf;Ur-Quan;III-b;Lanthanide;7;7;1;1;1;0;975;-16;154;29;44;-155;165;0;4030
Chamaeleonis;Kappa;506.2;675.0;blue;dwarf;Ur-Quan;III-c;Noble;2;2;1;1;1;0;327;-1;32;35;11;-103;221;0;3038
Crucis;Gamma;525.0;622.9;yellow;dwarf;Ur-Quan;III-c;Selenic;1;1;1;1;1;0;117;10;59;25;14;-198;194;0;5600
Doradus;Beta;429.1;693.7;orange;dwarf;Ur-Quan;III-c;Pellucid;1;1;1;1;1;0;250;24;62;28;17;-191;265;0;2082
Lentilis;Beta;462.5;589.5;green;dwarf;Ur-Quan;III-c;Green;4;4;3;1;1;0;240;13;104;35;36;-155;171;98;4030
Lentilis;Beta;462.5;589.5;green;dwarf;Ur-Quan;III-d;Ultramarine;4;3;3;1;1;0;155;10;32;29;9;-155;180;101;4030
Altair;Prime;450.0;650.0;blue;dwarf;Ur-Quan;IV;Lanthanide;6;6;1;1;1;0;695;-6;156;28;43;-99;174;0;2909
Camelopardalis;Delta;627.0;383.3;green;dwarf;Ur-Quan;IV;Opalescent;3;3;1;1;1;0;259;9;60;35;21;-159;229;0;4326
Camelopardalis;Eta;620.8;422.9;orange;dwarf;Ur-Quan;IV;Water;3;3;2;1;1;0;225;45;100;79;79;-223;196;15;5492
Camelopardalis;Beta;595.8;408.3;green;dwarf;Ur-Quan;IV;Noble;1;1;1;1;1;0;109;20;32;28;8;-168;187;0;5071
Camelopardalis;Gamma;612.5;393.7;green;dwarf;Ur-Quan;IV;Urea;8;7;2;1;7;92;18;-34;62;30;18;-183;155;97;6962
Camelopardalis;Alpha;606.2;404.1;yellow;giant;Ur-Quan;IV;Gas Giant;10;3;8;8;1;0;0;-4;20;858;171;1116;151;65535;4450
Camelopardalis;Theta;589.5;402.0;red;dwarf;Ur-Quan;IV;Gas Giant;8;3;8;1;1;0;0;-18;20;1099;219;-248;157;65535;5673
Carinae;Beta;341.6;543.7;blue;dwarf;Ur-Quan;IV;Ultramarine;7;1;3;1;7;107;104;-19;33;34;11;-80;229;104;2369
Cephei;Beta;362.5;575.0;red;giant;Ur-Quan;IV;Ultramarine;3;1;3;1;1;7;526;-44;34;30;10;-109;187;97;3266
Cephei;Alpha;375.0;583.3;green;giant;Ur-Quan;IV;Carbide;7;4;3;7;1;0;77;0;96;25;24;742;245;76;2761
Chamaeleonis;Kappa;506.2;675.0;blue;dwarf;Ur-Quan;IV;Carbide;2;2;1;1;1;0;156;-17;102;36;36;-140;200;0;4992
Chamaeleonis;Beta;495.5;703.4;orange;dwarf;Ur-Quan;IV;Azure;4;4;2;1;1;0;66;0;60;27;16;-199;29819;13;2543
Crateris;Beta;610.7;578.5;yellow;dwarf;Ur-Quan;IV;Organic;5;5;1;1;1;0;114;4;97;110;106;-185;257;0;4121
Crateris;Alpha;601.4;563.2;blue;giant;Ur-Quan;IV;Quasi-Degenerate;7;6;1;6;1;0;425;-11;154;32;49;354;299;0;5610
Crucis;Alpha;558.3;629.1;white;dwarf;Ur-Quan;IV;Gas Giant;8;3;8;1;1;0;0;20;21;889;186;-118;132;65535;5283
Crucis;Gamma;525.0;622.9;yellow;dwarf;Ur-Quan;IV;Gas Giant;8;3;8;1;1;0;0;7;20;614;122;-210;103;65535;7841
Delphini;Alpha;371.6;645.8;red;dwarf;Ur-Quan;IV;Chondrite;6;6;1;1;1;0;28;-3;96;35;33;-245;243;0;4389
Doradus;Beta;429.1;693.7;orange;dwarf;Ur-Quan;IV;Telluric;6;4;3;1;6;48;387;18;103;94;96;-217;257;111;4498
Lentilis;Beta;462.5;589.5;green;dwarf;Ur-Quan;IV;Super-Dense;6;6;3;1;1;0;78;22;208;25;52;-163;196;103;4649
Lentilis;Delta;472.9;595.8;orange;dwarf;Ur-Quan;IV;Dust;3;3;1;1;1;0;21;10;60;36;21;-230;286;13;7661
Lentilis;Gamma;458.3;604.1;orange;dwarf;Ur-Quan;IV;Gas Giant;8;3;8;1;1;0;0;7;20;638;127;-211;152;65535;3576
Maksutov;Alpha;597.7;524.6;green;dwarf;Ur-Quan;IV;Plutonic;3;2;3;1;1;0;1155;-20;151;97;146;-166;289;92;4927
Metis;Prime;570.8;460.4;red;dwarf;Ur-Quan;IV;Vinylogous;4;4;1;1;1;0;81;-16;102;80;81;-245;238;0;4415
Monocerotis;Beta;385.4;729.1;green;dwarf;Ur-Quan;IV;Telluric;4;4;2;1;1;0;318;-7;103;103;106;-177;46562;75;6156
Tucanae;Beta;393.7;562.5;orange;dwarf;Ur-Quan;IV;Gas Giant;8;1;8;1;1;0;0;-19;21;1349;283;-225;159;65535;5970
Camelopardalis;Alpha;606.2;404.1;yellow;giant;Ur-Quan;IV-a;Purple;6;4;3;6;5;38;174;28;58;26;15;424;227;80;4450
Camelopardalis;Theta;589.5;402.0;red;dwarf;Ur-Quan;IV-a;Dust;4;4;1;1;1;0;51;5;59;31;18;-248;212;12;5673
Crateris;Beta;610.7;578.5;yellow;dwarf;Ur-Quan;IV-a;Noble;3;3;1;1;1;0;188;-6;32;29;9;-185;228;0;4121
Crucis;Alpha;558.3;629.1;white;dwarf;Ur-Quan;IV-a;Metal;4;3;3;1;1;0;960;-3;149;29;43;-118;241;95;5283
Crucis;Gamma;525.0;622.9;yellow;dwarf;Ur-Quan;IV-a;Alkali;3;3;1;1;1;0;219;-2;105;37;38;-210;232;14;7841
Lentilis;Gamma;458.3;604.1;orange;dwarf;Ur-Quan;IV-a;Cimmerian;2;2;1;1;1;0;41;-12;154;29;44;-211;18895;0;3576
Maksutov;Alpha;597.7;524.6;green;dwarf;Ur-Quan;IV-a;Opalescent;5;5;1;1;1;0;154;-2;59;25;14;-166;189;0;4927
Tucanae;Beta;393.7;562.5;orange;dwarf;Ur-Quan;IV-a;Cimmerian;2;2;1;1;1;0;162;26;145;33;47;-225;218;0;5970
Camelopardalis;Theta;589.5;402.0;red;dwarf;Ur-Quan;IV-b;Cimmerian;2;2;1;1;1;0;128;22;144;30;43;-248;286;0;5673
Camelopardalis;Alpha;606.2;404.1;yellow;giant;Ur-Quan;IV-b;Opalescent;5;5;1;4;1;0;282;-8;58;36;20;150;209;0;4450
Crucis;Alpha;558.3;629.1;white;dwarf;Ur-Quan;IV-b;Halide;2;2;1;1;1;0;242;-4;59;34;20;-118;269;0;5283
Crucis;Gamma;525.0;622.9;yellow;dwarf;Ur-Quan;IV-b;Purple;4;4;1;1;1;0;69;20;63;31;19;-210;43430;0;7841
Lentilis;Gamma;458.3;604.1;orange;dwarf;Ur-Quan;IV-b;Super-Dense;5;5;3;1;5;16;132;-5;206;26;53;-211;154;77;3576
Tucanae;Beta;393.7;562.5;orange;dwarf;Ur-Quan;IV-b;Chondrite;6;6;1;1;1;0;0;7;96;26;24;-225;32989;0;5970
Camelopardalis;Alpha;606.2;404.1;yellow;giant;Ur-Quan;IV-c;Ultramarine;9;2;7;8;1;0;236;14;34;35;11;1154;225;2614;4450
Lentilis;Gamma;458.3;604.1;orange;dwarf;Ur-Quan;IV-c;Pellucid;3;3;1;1;1;0;0;8;62;33;20;-211;191;0;3576
Altair;Prime;450.0;650.0;blue;dwarf;Ur-Quan;IX;Opalescent;3;3;1;1;1;0;201;-29;62;27;16;-167;262;0;7761
Carinae;Beta;341.6;543.7;blue;dwarf;Ur-Quan;IX;Gas Giant;8;1;8;1;1;0;0;42;21;1096;230;-166;118;65535;7649
Cephei;Alpha;375.0;583.3;green;giant;Ur-Quan;IX;Redux;6;3;2;6;1;0;444;12;101;75;75;422;282;97;6990
Cephei;Beta;362.5;575.0;red;giant;Ur-Quan;IX;Gas Giant;8;1;8;1;1;0;0;6;21;676;141;-165;139;65535;7583
Chamaeleonis;Beta;495.5;703.4;orange;dwarf;Ur-Quan;IX;Infrared;2;2;2;1;1;0;0;8;105;27;28;-231;259;93;7881
Carinae;Beta;341.6;543.7;blue;dwarf;Ur-Quan;IX-a;Acid;3;3;1;1;1;0;213;8;101;33;33;-166;31774;0;7649
Cephei;Beta;362.5;575.0;red;giant;Ur-Quan;IX-a;Purple;5;5;1;1;1;0;321;6;59;30;17;-165;283;0;7583
Carinae;Beta;341.6;543.7;blue;dwarf;Ur-Quan;IX-b;Quasi-Degenerate;4;4;1;1;1;0;875;27;148;37;54;-166;211;0;7649
Cephei;Beta;362.5;575.0;red;giant;Ur-Quan;IX-b;Metal;2;2;2;1;1;0;1735;-12;145;31;44;-165;298;96;7583
Carinae;Beta;341.6;543.7;blue;dwarf;Ur-Quan;IX-c;Yttric;3;3;1;1;1;0;794;-8;150;32;48;-166;216;14;7649
Carinae;Beta;341.6;543.7;blue;dwarf;Ur-Quan;IX-d;Treasure;3;3;1;1;1;0;1398;11;196;36;70;-166;265;0;7649
Altair;Prime;450.0;650.0;blue;dwarf;Ur-Quan;V;Lanthanide;5;5;1;1;1;0;965;-12;149;34;50;-116;298;0;3564
Camelopardalis;Delta;627.0;383.3;green;dwarf;Ur-Quan;V;Hydrocarbon;5;5;1;1;1;0;127;-6;100;78;78;-166;245;0;4951
Camelopardalis;Beta;595.8;408.3;green;dwarf;Ur-Quan;V;Cyanic;2;2;1;1;1;0;80;-6;34;27;9;-176;26794;0;6012
Camelopardalis;Theta;589.5;402.0;red;dwarf;Ur-Quan;V;Gas Giant;8;3;8;1;1;0;0;-19;21;1416;297;-249;121;65535;6101
Camelopardalis;Eta;620.8;422.9;orange;dwarf;Ur-Quan;V;Gas Giant;8;1;8;1;1;0;0;-8;21;693;145;-227;102;65535;6624
Camelopardalis;Gamma;612.5;393.7;green;dwarf;Ur-Quan;V;Gas Giant;8;1;8;1;1;0;0;6;21;1240;260;-188;92;65535;7794
Carinae;Beta;341.6;543.7;blue;dwarf;Ur-Quan;V;Metal;4;4;3;1;1;0;835;-5;145;26;37;-109;287;110;3256
Cephei;Alpha;375.0;583.3;green;giant;Ur-Quan;V;Noble;7;2;3;7;1;0;466;2;34;37;12;590;29915;110;3524
Cephei;Beta;362.5;575.0;red;giant;Ur-Quan;V;Dust;3;3;2;1;1;0;96;24;61;34;20;-127;261;15;4151
Chamaeleonis;Beta;495.5;703.4;orange;dwarf;Ur-Quan;V;Ultramarine;5;3;3;1;5;111;205;-4;33;31;10;-209;207;91;3369
Crateris;Beta;610.7;578.5;yellow;dwarf;Ur-Quan;V;Opalescent;2;2;1;1;1;0;248;10;59;25;14;-195;162;0;5139
Crateris;Alpha;601.4;563.2;blue;giant;Ur-Quan;V;Gas Giant;10;1;8;8;1;0;0;14;20;1455;291;1302;137;65535;6184
Crucis;Alpha;558.3;629.1;white;dwarf;Ur-Quan;V;Oolite;3;3;2;1;1;0;1118;7;157;33;51;-129;221;85;6145
Delphini;Alpha;371.6;645.8;red;dwarf;Ur-Quan;V;Gas Giant;8;1;8;1;1;0;0;5;20;592;118;-247;125;65535;5234
Doradus;Beta;429.1;693.7;orange;dwarf;Ur-Quan;V;Telluric;2;2;2;1;1;0;369;-29;102;103;105;-224;211;88;5769
Lentilis;Beta;462.5;589.5;green;dwarf;Ur-Quan;V;Ultraviolet;4;4;3;1;1;0;1205;25;156;87;135;-170;237;88;5310
Lentilis;Gamma;458.3;604.1;orange;dwarf;Ur-Quan;V;Purple;3;3;1;1;1;0;75;-28;60;29;17;-220;263;0;4873
Maksutov;Alpha;597.7;524.6;green;dwarf;Ur-Quan;V;Telluric;6;3;3;1;6;56;165;2;104;104;108;-172;24121;76;5567
Metis;Prime;570.8;460.4;red;dwarf;Ur-Quan;V;Metal;4;3;3;1;1;0;710;-4;155;32;49;-248;175;88;5395
Tucanae;Beta;393.7;562.5;orange;dwarf;Ur-Quan;V;Radioactive;3;3;1;1;1;0;1288;24;200;35;70;-230;192;0;7597
Camelopardalis;Theta;589.5;402.0;red;dwarf;Ur-Quan;V-a;Cimmerian;2;2;1;1;1;0;104;27;147;28;41;-249;52531;0;6101
Camelopardalis;Gamma;612.5;393.7;green;dwarf;Ur-Quan;V-a;Cyanic;1;1;1;1;1;0;74;-10;33;27;8;-188;228;0;7794
Camelopardalis;Eta;620.8;422.9;orange;dwarf;Ur-Quan;V-a;Pellucid;3;3;1;1;1;0;0;23;58;37;21;-227;211;0;6624
Crateris;Alpha;601.4;563.2;blue;giant;Ur-Quan;V-a;Treasure;7;1;2;7;1;0;1416;25;191;36;68;557;150;75;6184
Delphini;Alpha;371.6;645.8;red;dwarf;Ur-Quan;V-a;Pellucid;3;3;1;1;1;0;75;-35;58;35;20;-247;206;0;5234
Camelopardalis;Theta;589.5;402.0;red;dwarf;Ur-Quan;V-b;Metal;4;4;2;1;1;0;804;-4;152;28;42;-249;230;105;6101
Camelopardalis;Gamma;612.5;393.7;green;dwarf;Ur-Quan;V-b;Treasure;2;2;1;1;1;0;1068;3;208;29;60;-188;248;0;7794
Crateris;Alpha;601.4;563.2;blue;giant;Ur-Quan;V-b;Acid;7;2;2;7;1;0;327;0;99;36;35;603;278;85;6184
Delphini;Alpha;371.6;645.8;red;dwarf;Ur-Quan;V-b;Cimmerian;3;3;1;1;1;0;110;13;144;27;38;-247;199;0;5234
Camelopardalis;Gamma;612.5;393.7;green;dwarf;Ur-Quan;V-c;Copper;1;1;1;1;1;0;501;-18;149;25;37;-188;253;10;7794
Crateris;Alpha;601.4;563.2;blue;giant;Ur-Quan;V-c;Urea;9;7;6;8;1;0;45;-17;63;30;18;1252;266;2992;6184
Delphini;Alpha;371.6;645.8;red;dwarf;Ur-Quan;V-c;Selenic;1;1;1;1;1;0;153;-3;59;31;18;-247;181;0;5234
Camelopardalis;Gamma;612.5;393.7;green;dwarf;Ur-Quan;V-d;Opalescent;3;3;1;1;1;0;256;29;58;30;17;-188;25864;0;7794
Crateris;Alpha;601.4;563.2;blue;giant;Ur-Quan;V-d;Acid;6;4;2;6;1;0;85;13;97;26;25;546;282;95;6184
Delphini;Alpha;371.6;645.8;red;dwarf;Ur-Quan;V-d;Purple;5;5;1;1;1;0;33;-1;60;33;19;-247;245;0;5234
Altair;Prime;450.0;650.0;blue;dwarf;Ur-Quan;VI;Noble;1;1;1;1;1;0;337;14;33;35;11;-147;264;0;5566
Camelopardalis;Beta;595.8;408.3;green;dwarf;Ur-Quan;VI;Acid;5;5;1;1;1;0;211;14;104;32;33;-185;179;0;7242
Camelopardalis;Delta;627.0;383.3;green;dwarf;Ur-Quan;VI;Ultraviolet;6;6;2;1;1;0;155;12;149;101;150;-183;187;90;6995
Carinae;Beta;341.6;543.7;blue;dwarf;Ur-Quan;VI;Opalescent;2;2;1;1;1;0;181;6;58;25;14;-126;158;0;4095
Cephei;Beta;362.5;575.0;red;giant;Ur-Quan;VI;Ruby;1;1;1;1;1;0;5750;16;63;88;55;-142;222;0;5127
Cephei;Alpha;375.0;583.3;green;giant;Ur-Quan;VI;Water;8;3;5;8;1;0;465;-2;104;98;101;902;209;201;4272
Chamaeleonis;Beta;495.5;703.4;orange;dwarf;Ur-Quan;VI;Dust;3;3;2;1;1;0;78;15;58;25;14;-217;174;14;4467
Crateris;Beta;610.7;578.5;yellow;dwarf;Ur-Quan;VI;Magma;8;8;1;1;1;0;201;11;155;77;119;-201;276;0;5994
Crucis;Alpha;558.3;629.1;white;dwarf;Ur-Quan;VI;Xenolithic;2;2;1;1;1;0;234;11;98;92;90;-138;279;11;6954
Delphini;Alpha;371.6;645.8;red;dwarf;Ur-Quan;VI;Gas Giant;8;2;8;1;1;0;0;32;20;379;75;-250;147;65535;6371
Doradus;Beta;429.1;693.7;orange;dwarf;Ur-Quan;VI;Gas Giant;8;3;8;1;1;0;0;-28;21;1003;210;-227;97;65535;6633
Lentilis;Beta;462.5;589.5;green;dwarf;Ur-Quan;VI;Copper;1;1;1;1;1;0;543;-25;143;37;52;-177;173;11;6075
Lentilis;Gamma;458.3;604.1;orange;dwarf;Ur-Quan;VI;Gas Giant;8;1;8;1;1;0;0;-16;20;647;129;-224;128;65535;5833
Maksutov;Alpha;597.7;524.6;green;dwarf;Ur-Quan;VI;Hydrocarbon;3;3;1;1;1;0;54;-5;96;81;77;-180;292;0;6445
Metis;Prime;570.8;460.4;red;dwarf;Ur-Quan;VI;Maroon;3;3;1;1;1;0;209;-20;61;94;57;-249;271;14;6073
Camelopardalis;Delta;627.0;383.3;green;dwarf;Ur-Quan;VI-a;Carbide;3;3;1;1;1;0;94;-13;96;35;33;-183;201;0;6995
Delphini;Alpha;371.6;645.8;red;dwarf;Ur-Quan;VI-a;Cimmerian;3;3;1;1;1;0;110;5;149;30;44;-250;241;0;6371
Doradus;Beta;429.1;693.7;orange;dwarf;Ur-Quan;VI-a;Selenic;3;3;1;1;1;0;78;13;60;30;18;-227;29340;0;6633
Lentilis;Gamma;458.3;604.1;orange;dwarf;Ur-Quan;VI-a;Infrared;4;4;2;1;1;10;129;11;105;32;33;-224;216;77;5833
Maksutov;Alpha;597.7;524.6;green;dwarf;Ur-Quan;VI-a;Acid;3;3;1;1;1;0;98;-8;98;25;24;-180;167;0;6445
Metis;Prime;570.8;460.4;red;dwarf;Ur-Quan;VI-a;Crimson;2;1;2;1;1;0;134;21;102;27;27;-249;286;91;6073
